Date,Close-Exog
11/2/2019,20.266994
11/3/2019,20.206045
11/4/2019,20.737982
11/5/2019,20.724674
11/6/2019,20.817923
11/7/2019,20.646936
11/8/2019,19.690773
11/9/2019,19.735447
11/10/2019,20.481758
11/11/2019,20.133141
11/12/2019,20.857447
11/13/2019,21.250431
11/14/2019,21.2647
11/15/2019,20.316225
11/16/2019,20.282654
11/17/2019,20.260794
11/18/2019,19.31687
11/19/2019,18.703299
11/20/2019,18.172274
11/21/2019,16.840218
11/22/2019,15.581703
11/23/2019,16.4195
11/24/2019,15.278765
11/25/2019,15.267364
11/26/2019,15.527255
11/27/2019,16.098288
11/28/2019,15.683207
11/29/2019,16.273304
11/30/2019,15.715951
12/1/2019,15.496336
12/2/2019,15.191858
12/3/2019,15.309556
12/4/2019,15.279978
12/5/2019,15.762839
12/6/2019,15.711299
12/7/2019,15.667086
12/8/2019,15.674523
12/9/2019,15.448539
12/10/2019,14.95887
12/11/2019,14.824551
12/12/2019,14.818167
12/13/2019,14.878744
12/14/2019,14.505015
12/15/2019,14.490446
12/16/2019,13.558786
12/17/2019,12.386941
12/18/2019,13.53526
12/19/2019,13.445779
12/20/2019,13.570779
12/21/2019,13.380659
12/22/2019,13.835881
12/23/2019,13.369034
12/24/2019,13.444571
12/25/2019,13.174839
12/26/2019,13.208636
12/27/2019,13.36272
12/28/2019,13.705417
12/29/2019,14.150045
12/30/2019,13.947442
12/31/2019,13.727642
1/1/2020,13.689083
1/2/2020,13.027011
1/3/2020,13.660452
1/4/2020,13.891512
1/5/2020,14.111019
1/6/2020,14.957808
1/7/2020,15.00925
1/8/2020,14.602934
1/9/2020,14.498314
1/10/2020,15.025826
1/11/2020,14.946328
1/12/2020,15.322083
1/13/2020,15.227272
1/14/2020,16.626122
1/15/2020,17.654812
1/16/2020,17.076946
1/17/2020,18.135199
1/18/2020,17.823919
1/19/2020,17.369253
1/20/2020,17.325275
1/21/2020,18.127666
1/22/2020,17.798361
1/23/2020,17.021404
1/24/2020,17.047409
1/25/2020,16.976107
1/26/2020,17.438633
1/27/2020,17.691341
1/28/2020,18.115135
1/29/2020,17.912777
1/30/2020,18.590408
1/31/2020,18.210979
2/1/2020,18.218321
2/2/2020,18.448185
2/3/2020,18.462755
2/4/2020,18.177366
2/5/2020,19.21505
2/6/2020,20.595263
2/7/2020,22.062258
2/8/2020,21.782419
2/9/2020,24.308561
2/10/2020,25.218315
2/11/2020,25.637403
2/12/2020,26.466763
2/13/2020,25.4401
2/14/2020,26.296959
2/15/2020,24.149651
2/16/2020,23.466389
2/17/2020,23.551378
2/18/2020,24.058178
2/19/2020,22.333511
2/20/2020,22.229147
2/21/2020,22.184877
2/22/2020,21.968481
2/23/2020,22.828871
2/24/2020,22.044127
2/25/2020,20.34247
2/26/2020,18.799131
2/27/2020,19.122568
2/28/2020,18.854837
2/29/2020,19.584091
3/1/2020,18.963232
3/2/2020,19.814064
3/3/2020,19.63719
3/4/2020,19.959188
3/5/2020,20.802031
3/6/2020,21.288389
3/7/2020,20.179567
3/8/2020,16.974066
3/9/2020,16.570744
3/10/2020,16.875654
3/11/2020,16.524834
3/12/2020,9.600166
3/13/2020,10.833057
3/14/2020,10.140449
3/15/2020,10.436018
3/16/2020,9.38605
3/17/2020,10.077175
3/18/2020,10.119137
3/19/2020,12.27964
3/20/2020,11.875867
3/21/2020,12.057991
3/22/2020,11.158228
3/23/2020,12.117715
3/24/2020,12.40122
3/25/2020,12.3243
3/26/2020,13.217611
3/27/2020,12.523257
3/28/2020,12.193113
3/29/2020,11.441221
3/30/2020,12.286843
3/31/2020,12.581606
4/1/2020,12.741603
4/2/2020,13.066639
4/3/2020,13.373008
4/4/2020,13.824528
4/5/2020,13.734116
4/6/2020,15.084521
4/7/2020,14.681547
4/8/2020,15.056076
4/9/2020,15.062604
4/10/2020,13.737724
4/11/2020,13.804288
4/12/2020,14.375111
4/13/2020,15.034427
4/14/2020,15.525076
4/15/2020,14.593927
4/16/2020,15.70273
4/17/2020,15.735083
4/18/2020,16.593172
4/19/2020,16.139933
4/20/2020,15.085403
4/21/2020,15.205772
4/22/2020,15.69316
4/23/2020,16.006208
4/24/2020,16.016418
4/25/2020,16.305418
4/26/2020,16.383768
4/27/2020,16.463215
4/28/2020,16.444286
4/29/2020,17.493774
4/30/2020,17.033976
5/1/2020,17.564993
5/2/2020,17.584904
5/3/2020,17.126299
5/4/2020,17.100756
5/5/2020,16.919775
5/6/2020,16.657045
5/7/2020,17.013199
5/8/2020,17.241476
5/9/2020,16.935961
5/10/2020,15.295669
5/11/2020,15.097545
5/12/2020,15.741054
5/13/2020,16.138878
5/14/2020,16.3578
5/15/2020,15.754374
5/16/2020,16.051781
5/17/2020,16.314646
5/18/2020,16.636265
5/19/2020,17.154663
5/20/2020,16.888025
5/21/2020,16.122381
5/22/2020,16.639593
5/23/2020,16.588194
5/24/2020,16.083439
5/25/2020,16.400908
5/26/2020,16.212547
5/27/2020,16.493284
5/28/2020,17.05934
5/29/2020,17.04163
5/30/2020,17.743418
5/31/2020,17.040472
6/1/2020,17.914942
6/2/2020,17.239304
6/3/2020,17.545404
6/4/2020,17.565874
6/5/2020,17.688786
6/6/2020,17.535934
6/7/2020,17.447035
6/8/2020,17.39303
6/9/2020,17.435377
6/10/2020,17.410467
6/11/2020,16.308926
6/12/2020,16.66914
6/13/2020,16.823734
6/14/2020,16.656242
6/15/2020,16.384802
6/16/2020,16.421957
6/17/2020,16.402542
6/18/2020,16.20859
6/19/2020,15.907086
6/20/2020,16.04756
6/21/2020,16.001226
6/22/2020,16.475288
6/23/2020,16.422567
6/24/2020,16.026758
6/25/2020,15.922709
6/26/2020,15.749224
6/27/2020,15.185254
6/28/2020,15.420089
6/29/2020,15.505232
6/30/2020,15.413582
7/1/2020,15.82946
7/2/2020,15.53849
7/3/2020,15.291962
7/4/2020,15.552981
7/5/2020,15.480226
7/6/2020,16.29677
7/7/2020,16.770226
7/8/2020,17.227657
7/9/2020,16.884869
7/10/2020,17.261251
7/11/2020,17.622179
7/12/2020,18.236546
7/13/2020,18.409563
7/14/2020,18.082909
7/15/2020,17.591215
7/16/2020,17.143843
7/17/2020,17.084974
7/18/2020,17.126711
7/19/2020,17.955778
7/20/2020,17.484709
7/21/2020,17.715408
7/22/2020,18.091908
7/23/2020,18.673296
7/24/2020,19.152901
7/25/2020,19.776423
7/26/2020,19.521025
7/27/2020,19.620329
7/28/2020,20.173548
7/29/2020,19.89559
7/30/2020,20.012735
7/31/2020,20.668146
8/1/2020,21.530432
8/2/2020,20.944887
8/3/2020,22.055012
8/4/2020,22.282585
8/5/2020,23.336218
8/6/2020,22.707661
8/7/2020,22.311546
8/8/2020,22.878119
8/9/2020,22.475536
8/10/2020,22.613796
8/11/2020,21.256945
8/12/2020,21.75145
8/13/2020,22.075544
8/14/2020,23.069792
8/15/2020,23.021751
8/16/2020,23.497103
8/17/2020,23.510103
8/18/2020,23.067181
8/19/2020,22.310396
8/20/2020,23.092575
8/21/2020,22.128994
8/22/2020,22.23982
8/23/2020,21.870842
8/24/2020,22.605852
8/25/2020,21.475367
8/26/2020,22.277306
8/27/2020,23.080753
8/28/2020,23.133812
8/29/2020,23.011272
8/30/2020,23.644915
8/31/2020,23.19305
9/1/2020,24.822096
9/2/2020,24.690363
9/3/2020,20.619886
9/4/2020,21.056107
9/5/2020,19.478767
9/6/2020,23.190662
9/7/2020,22.393307
9/8/2020,23.190248
9/9/2020,24.530291
9/10/2020,24.559889
9/11/2020,25.451414
9/12/2020,28.529848
9/13/2020,31.05863
9/14/2020,31.178642
9/15/2020,27.202391
9/16/2020,27.964594
9/17/2020,26.99313
9/18/2020,27.399481
9/19/2020,27.251112
9/20/2020,26.392134
9/21/2020,23.267879
9/22/2020,24.10074
9/23/2020,22.856977
9/24/2020,24.613825
9/25/2020,24.663387
9/26/2020,26.221182
9/27/2020,26.199217
9/28/2020,26.979607
9/29/2020,28.842979
9/30/2020,29.290876
10/1/2020,27.431973
10/2/2020,27.285681
10/3/2020,28.202311
10/4/2020,28.943853
10/5/2020,28.659103
10/6/2020,27.714527
10/7/2020,27.704836
10/8/2020,27.705311
10/9/2020,28.44503
10/10/2020,28.312487
10/11/2020,28.55558
10/12/2020,30.714682
10/13/2020,30.706745
10/14/2020,30.912119
10/15/2020,31.295864
10/16/2020,29.9949
10/17/2020,30.248236
10/18/2020,30.659523
10/19/2020,29.925068
10/20/2020,28.803444
10/21/2020,29.772354
10/22/2020,30.658192
10/23/2020,30.633961
10/24/2020,30.588821
10/25/2020,30.10754
10/26/2020,31.15456
10/27/2020,31.638721
10/28/2020,30.363506
10/29/2020,29.842478
10/30/2020,28.508411
10/31/2020,28.431215
11/1/2020,28.461565
11/2/2020,27.88393
11/3/2020,26.85705
11/4/2020,26.931515
11/5/2020,27.675859
11/6/2020,29.018
11/7/2020,27.738094
11/8/2020,28.305117
11/9/2020,28.018021
11/10/2020,28.193342
11/11/2020,27.956179
11/12/2020,27.614807
11/13/2020,28.182173
11/14/2020,27.936201
11/15/2020,27.621031
11/16/2020,28.06411
11/17/2020,28.530581
11/18/2020,28.076162
11/19/2020,28.094105
11/20/2020,28.891996
11/21/2020,30.391291
11/22/2020,29.925072
11/23/2020,30.965368
11/24/2020,33.80315
11/25/2020,31.34296
11/26/2020,28.204916
11/27/2020,28.475187
11/28/2020,29.143911
11/29/2020,30.117603
11/30/2020,31.392786
12/1/2020,30.108303
12/2/2020,30.297361
12/3/2020,30.70443
12/4/2020,29.072208
12/5/2020,29.729488
12/6/2020,29.540804
12/7/2020,29.378136
12/8/2020,27.636307
12/9/2020,28.129305
12/10/2020,27.69619
12/11/2020,27.361004
12/12/2020,28.164452
12/13/2020,29.101692
12/14/2020,30.029577
12/15/2020,29.547283
12/16/2020,30.490194
12/17/2020,30.184134
12/18/2020,30.93836
12/19/2020,33.296356
12/20/2020,34.160297
12/21/2020,32.269527
12/22/2020,33.482948
12/23/2020,31.097898
12/24/2020,32.500591
12/25/2020,33.164974
12/26/2020,33.477139
12/27/2020,33.511848
12/28/2020,35.844559
12/29/2020,38.952831
12/30/2020,38.136299
12/31/2020,37.376034
1/1/2021,37.90501
1/2/2021,38.241592
1/3/2021,41.148979
1/4/2021,40.926353
1/5/2021,41.7346
1/6/2021,42.165955
1/7/2021,43.44949
1/8/2021,42.395317
1/9/2021,43.932854
1/10/2021,42.448475
1/11/2021,38.371361
1/12/2021,38.11161
1/13/2021,40.135933
1/14/2021,41.793682
1/15/2021,40.91898
1/16/2021,43.171825
1/17/2021,45.684612
1/18/2021,45.353172
1/19/2021,42.785534
1/20/2021,42.606899
1/21/2021,38.64584
1/22/2021,40.857571
1/23/2021,40.815479
1/24/2021,41.881607
1/25/2021,41.623703
1/26/2021,41.694736
1/27/2021,40.994877
1/28/2021,42.529106
1/29/2021,42.852348
1/30/2021,44.772278
1/31/2021,44.275993
2/1/2021,51.607697
2/2/2021,51.056404
2/3/2021,52.242638
2/4/2021,55.925125
2/5/2021,67.845566
2/6/2021,72.733597
2/7/2021,68.590523
2/8/2021,79.831543
2/9/2021,107.899277
2/10/2021,129.737152
2/11/2021,124.434258
2/12/2021,136.948395
2/13/2021,133.452682
2/14/2021,136.426514
2/15/2021,129.567886
2/16/2021,130.056656
2/17/2021,164.670105
2/18/2021,195.932632
2/19/2021,332.616028
2/20/2021,255.953735
2/21/2021,293.923584
2/22/2021,267.509796
2/23/2021,230.994247
2/24/2021,254.359131
2/25/2021,233.885956
2/26/2021,221.680435
2/27/2021,225.249435
2/28/2021,209.574402
3/1/2021,254.629929
3/2/2021,239.522537
3/3/2021,241.09137
3/4/2021,229.945068
3/5/2021,226.372559
3/6/2021,226.666855
3/7/2021,240.179214
3/8/2021,240.318665
3/9/2021,293.463226
3/10/2021,279.358032
3/11/2021,289.790802
3/12/2021,263.685822
3/13/2021,276.104706
3/14/2021,264.636749
3/15/2021,254.660828
3/16/2021,258.100677
3/17/2021,269.854858
3/18/2021,261.704803
3/19/2021,264.057434
3/20/2021,264.741669
3/21/2021,264.886169
3/22/2021,255.900192
3/23/2021,255.689667
3/24/2021,249.851379
3/25/2021,234.885437
3/26/2021,255.104568
3/27/2021,269.102325
3/28/2021,269.191284
3/29/2021,275.21463
3/30/2021,311.426483
3/31/2021,302.063446
4/1/2021,335.212891
4/2/2021,339.007721
4/3/2021,323.133514
4/4/2021,351.62439
4/5/2021,367.772491
4/6/2021,403.590759
4/7/2021,374.658813
4/8/2021,418.038391
4/9/2021,453.178467
4/10/2021,472.560333
4/11/2021,525.385559
4/12/2021,598.722656
4/13/2021,549.586548
4/14/2021,549.591858
4/15/2021,542.63208
4/16/2021,510.220184
4/17/2021,520.416748
4/18/2021,481.034241
4/19/2021,505.092926
4/20/2021,587.029114
4/21/2021,546.02356
4/22/2021,506.013
4/23/2021,526.565247
4/24/2021,496.41507
4/25/2021,505.077057
4/26/2021,534.577698
4/27/2021,568.47052
4/28/2021,562.632568
4/29/2021,599.706543
4/30/2021,624.080566
5/1/2021,619.347229
5/2/2021,622.101013
5/3/2021,675.684082
5/4/2021,611.200317
5/5/2021,651.66272
5/6/2021,633.280396
5/7/2021,624.563293
5/8/2021,646.10083
5/9/2021,662.228577
5/10/2021,631.35199
5/11/2021,672.333923
5/12/2021,588.185181
5/13/2021,571.434509
5/14/2021,603.128296
5/15/2021,563.041687
5/16/2021,562.829834
5/17/2021,511.964386
5/18/2021,508.022308
5/19/2021,339.025482
5/20/2021,393.612762
5/21/2021,326.296326
5/22/2021,299.504089
5/23/2021,262.945679
5/24/2021,345.309631
5/25/2021,344.113983
5/26/2021,379.854309
5/27/2021,367.655792
5/28/2021,329.879913
5/29/2021,305.052155
5/30/2021,325.784027
5/31/2021,354.329346
6/1/2021,362.794647
6/2/2021,401.262329
6/3/2021,427.807922
6/4/2021,391.395325
6/5/2021,390.431854
6/6/2021,393.820221
6/7/2021,357.310211
6/8/2021,354.001373
6/9/2021,375.73468
6/10/2021,352.183197
6/11/2021,345.933685
6/12/2021,343.741028
6/13/2021,366.648956
6/14/2021,368.792755
6/15/2021,373.566162
6/16/2021,347.033447
6/17/2021,352.738525
6/18/2021,336.809692
6/19/2021,335.71283
6/20/2021,340.0672
6/21/2021,270.984436
6/22/2021,261.818085
6/23/2021,294.490295
6/24/2021,308.397034
6/25/2021,281.620911
6/26/2021,279.438049
6/27/2021,290.567017
6/28/2021,289.534119
6/29/2021,300.211548
6/30/2021,303.295868
7/1/2021,288.218414
7/2/2021,287.423096
7/3/2021,298.237122
7/4/2021,307.732086
7/5/2021,302.377991
7/6/2021,320.934814
7/7/2021,327.522461
7/8/2021,310.427124
7/9/2021,316.484528
7/10/2021,316.140137
7/11/2021,322.031647
7/12/2021,316.328186
7/13/2021,308.811157
7/14/2021,309.406372
7/15/2021,315.244019
7/16/2021,302.985596
7/17/2021,300.497925
7/18/2021,302.480499
7/19/2021,280.018616
7/20/2021,264.782379
7/21/2021,292.531372
7/22/2021,293.641144
7/23/2021,299.28299
7/24/2021,302.071869
7/25/2021,302.436157
7/26/2021,304.478241
7/27/2021,313.6026
7/28/2021,313.42865
7/29/2021,316.749451
7/30/2021,322.909363
7/31/2021,333.549591
8/1/2021,333.484009
8/2/2021,331.103119
8/3/2021,322.747742
8/4/2021,334.918793
8/5/2021,337.873871
8/6/2021,342.136993
8/7/2021,355.741364
8/8/2021,342.064758
8/9/2021,354.966827
8/10/2021,371.954376
8/11/2021,391.75705
8/12/2021,385.81897
8/13/2021,410.944885
8/14/2021,409.034485
8/15/2021,414.595032
8/16/2021,417.470856
8/17/2021,401.908905
8/18/2021,398.251465
8/19/2021,430.988861
8/20/2021,454.93631
8/21/2021,448.920258
8/22/2021,449.053497
8/23/2021,499.890594
8/24/2021,471.595459
8/25/2021,502.786255
8/26/2021,479.006104
8/27/2021,494.498688
8/28/2021,486.19693
8/29/2021,480.28302
8/30/2021,459.490753
8/31/2021,464.418732
9/1/2021,490.068726
9/2/2021,483.921051
9/3/2021,488.604706
9/4/2021,498.07843
9/5/2021,504.619873
9/6/2021,495.925018
9/7/2021,417.508789
9/8/2021,415.113159
9/9/2021,421.27002
9/10/2021,401.621796
9/11/2021,405.527374
9/12/2021,416.683228
9/13/2021,399.063446
9/14/2021,414.236237
9/15/2021,431.423035
9/16/2021,424.649231
9/17/2021,406.632813
9/18/2021,410.809296
9/19/2021,408.471649
9/20/2021,361.965912
9/21/2021,344.534607
9/22/2021,379.440338
9/23/2021,383.820404
9/24/2021,355.316284
9/25/2021,349.880096
9/26/2021,344.181763
9/27/2021,336.191223
9/28/2021,333.032593
9/29/2021,367.989594
9/30/2021,387.057343
10/1/2021,421.643188
10/2/2021,428.098328
10/3/2021,430.50882
10/4/2021,425.748901
10/5/2021,442.706146
10/6/2021,435.401367
10/7/2021,438.761749
10/8/2021,419.102051
10/9/2021,421.549469
10/10/2021,405.069305
10/11/2021,413.456207
10/12/2021,443.867523
10/13/2021,470.749695
10/14/2021,472.0224
10/15/2021,473.702637
10/16/2021,465.642456
10/17/2021,470.625549
10/18/2021,485.111023
10/19/2021,488.148865
10/20/2021,501.020325
10/21/2021,471.256927
10/22/2021,478.643158
10/23/2021,485.906433
10/24/2021,476.633118
10/25/2021,484.645081
10/26/2021,478.025055
10/27/2021,449.007996
10/28/2021,492.015533
10/29/2021,529.622131
10/30/2021,527.921204
10/31/2021,524.364441
11/1/2021,551.25592
11/2/2021,554.447632
11/3/2021,568.578796
11/4/2021,559.737305
11/5/2021,608.648071
11/6/2021,636.113953
11/7/2021,650.454041
11/8/2021,654.315002
11/9/2021,635.190613
11/10/2021,615.278076
11/11/2021,629.892334
11/12/2021,626.642517
11/13/2021,650.104126
11/14/2021,650.918091
11/15/2021,633.048645
11/16/2021,589.822876
11/17/2021,578.092773
11/18/2021,532.23761
11/19/2021,581.530823
11/20/2021,603.840027
11/21/2021,585.29425
11/22/2021,559.127014
11/23/2021,591.439575
11/24/2021,581.395325
11/25/2021,603.730225
11/26/2021,585.147339
11/27/2021,600.336792
11/28/2021,611.366821
11/29/2021,624.310059
11/30/2021,622.669861
12/1/2021,627.971558
12/2/2021,619.470154
12/3/2021,594.635986
12/4/2021,569.077271
12/5/2021,557.783081
12/6/2021,589.256165
12/7/2021,579.68988
12/8/2021,607.592773
12/9/2021,571.648987
12/10/2021,552.966858
12/11/2021,564.32251
12/12/2021,570.823975
12/13/2021,521.011597
12/14/2021,511.22937
12/15/2021,541.026978
12/16/2021,526.246521
12/17/2021,525.706299
12/18/2021,533.891357
12/19/2021,529.972046
12/20/2021,523.162476
12/21/2021,528.710999
12/22/2021,533.644958
12/23/2021,548.72583
12/24/2021,541.902039
12/25/2021,547.326233
12/26/2021,546.994995
12/27/2021,562.641479
12/28/2021,534.92804
12/29/2021,514.000793
12/30/2021,518.909729
12/31/2021,511.708313
1/1/2022,527.352722
1/2/2022,531.396667
1/3/2022,512.135986
1/4/2022,507.506104
1/5/2022,475.056946
1/6/2022,473.275604
1/7/2022,447.788483
1/8/2022,430.246155
1/9/2022,438.80307
1/10/2022,424.933777
1/11/2022,463.518311
1/12/2022,487.007416
1/13/2022,475.029114
1/14/2022,489.867432
1/15/2022,494.988068
1/16/2022,498.427917
1/17/2022,475.709869
1/18/2022,472.005066
1/19/2022,462.822083
1/20/2022,440.005432
1/21/2022,383.073914
1/22/2022,358.096161
1/23/2022,383.93396
1/24/2022,371.368958
1/25/2022,384.619354
1/26/2022,375.755463
1/27/2022,390.088287
1/28/2022,386.084381
1/29/2022,389.132782
1/30/2022,377.612915
1/31/2022,375.277313
2/1/2022,385.463806
2/2/2022,367.47168
2/3/2022,370.877747
2/4/2022,399.029602
2/5/2022,414.200012
2/6/2022,419.545563
2/7/2022,433.229279
2/8/2022,408.776764
2/9/2022,422.465546
2/10/2022,415.119232
2/11/2022,400.422394
2/12/2022,403.38974
2/13/2022,398.88678
2/14/2022,403.660797
2/15/2022,432.409393
2/16/2022,427.918121
2/17/2022,402.450043
2/18/2022,399.569183
2/19/2022,400.043579
2/20/2022,380.825928
2/21/2022,356.661255
2/22/2022,374.307465
2/23/2022,366.53949
2/24/2022,361.23465
2/25/2022,374.914948
2/26/2022,373.638763
2/27/2022,360.531036
2/28/2022,395.612427
3/1/2022,408.4823
3/2/2022,409.000305
3/3/2022,402.55069
3/4/2022,374.280884
3/5/2022,384.873352
3/6/2022,375.0112
3/7/2022,381.344635
3/8/2022,381.958557
3/9/2022,393.555756
3/10/2022,372.159027
